id,title,author,book_category_id,created_at,updated_at,slug,isbn,subtitle,subjects,cover_photo_url
1427,The One Minute Manager," Kenneth H. Blanchard,  Spencer Johnson",8,NULL,12/08/2013 21:49,the-one-minute-manager,7107927,,"Time management, Business/Economics",http://covers.openlibrary.org/b/id/8295-M.jpg
1406,The Referral of a Lifetime," Tim Templeton,  Lynda Rutledge Stephenson",8,NULL,12/08/2013 21:47,the-referral-of-a-lifetime,1576753212,The Networking System That Produces Bottom-Line Results Every Day (Ken Blanchard (Paperback)),"Customer services, Public Relations, Business/Economics, Business & Economics, Business / Economics / Finance, Sales & Selling - General, Customer Service, Business & Economics / Customer Service, Business & Economics / Sales & Selling, Business & Economi",http://covers.openlibrary.org/b/id/831366-M.jpg
1334,"Graphic Java 2, Volume 2",David Geary,2,NULL,12/08/2013 21:09,graphic-java-2-volume-2,130796670,Swing (3rd Edition),"Java & variants, Programming languages, Programming Languages - Java, Computers, Computer Networks, Computer Programming Languages, Computers - Languages / Programming, Java foundation classes, Computer Books And Software, Computer Books: Languages, Java ",http://covers.openlibrary.org/b/id/84170-M.jpg
1703,The definitive guide to Windows Installer, Phil Wilson,1,NULL,18/08/2013 12:00,the-definitive-guide-to-windows-installer,1590592972,,"Microsoft Windows (Computer file), Microsoft .NET Framework., Operating systems (Computers)",http://covers.openlibrary.org/b/id/861303-M.jpg
1465,Holub on Patterns, Allen Holub,7,NULL,15/08/2013 07:15,holub-on-patterns,159059388X,Learning Design Patterns by Looking at Code,"Computer Programming, Programming - Software Development, Object-oriented programming (C, Computers, Computers - Languages / Programming, Computer Books: Languages, Software patterns, Programming - Object Oriented Programming, Computers / Programming / So",http://covers.openlibrary.org/b/id/861358-M.jpg
1453,The Best Software Writing I, Joel Spolsky,7,NULL,15/08/2013 07:42,the-best-software-writing-i,1590595009,Selected and Introduced by Joel Spolsky,"Computer Software Packages, Development, Computer software, Computers, Computers - Languages / Programming, Software engineering, Computer Books: Languages, Programming - Software Development, General, Computers / Programming / Software Development, Compu",http://covers.openlibrary.org/b/id/861430-M.jpg
1333,Foundations of AOP for J2EE Development (Foundation)," Renaud Pawlak,  Jean-Philippe Retaillé,  Lionel Seinturier",2,NULL,12/08/2013 21:09,foundations-of-aop-for-j2ee-development-foundation,1590595076,,"Java & variants, Networking packages, Programming - Software Development, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - Java, Programming - Object Oriented Programming, Computers / Programming / Softwar",http://covers.openlibrary.org/b/id/861435-M.jpg
1304,Expert Oracle Database Architecture, Thomas Kyte,3,NULL,12/08/2013 20:47,expert-oracle-database-architecture,1590595300,9i and 10g Programming Techniques and Solutions,"Oracle, Database management, Computers - Data Base Management, Computers, Computer Books: Database, Relational databases, Database Management - Oracle, Computers / Programming / Software Development, Database Management - General, Computer Bks - Data Base",http://covers.openlibrary.org/b/id/861455-M.jpg
1309,"The Definitive Guide to MySQL 5, Third Edition (Definitive Guide)",Michael Kofler,3,NULL,12/08/2013 20:57,the-definitive-guide-to-mysql-5-third-edition-definitive-guide,1590595351,,"Computer Programming, Programming - General, Database Management - General, Computers, Computers - Data Base Management, Computer Books: Database, Programming Languages - SQL, Database Management - SQL Server, Computers / Programming / Software Developmen",http://covers.openlibrary.org/b/id/861459-M.jpg
1310,Beginning PHP and MySQL 5, W. Jason Gilmore,3,NULL,12/08/2013 20:44,beginning-php-and-mysql-5,1590595521,"From Novice to Professional, Second Edition","Internet, Internet languages, MySQL (Electronic resource), Computers - Languages / Programming, Computers, Computer Books: Languages, Programming - General, Internet - General, Programming Languages - CGI, Javascript, Perl, VBScript, Computers / Programmi",http://covers.openlibrary.org/b/id/861472-M.jpg
1332,Expert Spring MVC and Web Flow (Expert)," Seth Ladd,  Darren Davison,  Steven Devijver,  Colin Yates",2,NULL,12/08/2013 21:08,expert-spring-mvc-and-web-flow-expert,159059584X,,"Programming languages, Internet - Web Site Design, Computer - Internet, Computers, Programming Languages - Java, Computers / Programming / Software Development, Computer Books: Languages",http://covers.openlibrary.org/b/id/861499-M.jpg
1526,Pro PHP XML and Web Services (Pro), Robert Richards,4,NULL,17/08/2013 09:21,pro-php-xml-and-web-services-pro,1590596331,,"Internet languages, Special purpose languages, Programming Languages - CGI, Javascript, Perl, VBScript, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - XML, Computers / Programming / Software Development",http://covers.openlibrary.org/b/id/861533-M.jpg
1357,Pro EJB 3," Mike Keith,  Merrick Schincariol",2,NULL,14/08/2013 17:29,pro-ejb-3,1590596455,Java Persistence API (Pro),"Java & variants, Computers - Languages / Programming, Computers, Computer Books: Languages, Programming Languages - Java, Computers / Programming / Software Development, Java (Computer program language)",http://covers.openlibrary.org/b/id/861545-M.jpg
1414,Blue Ocean Strategy," W. Chan Kim,  Renée Mauborgne",8,NULL,12/08/2013 22:09,blue-ocean-strategy,1591396190,How to Create Uncontested Market Space and Make Competition Irrelevant,"Business strategy, Marketing - General, Marketing Management, Product Management, Business & Economics, Business / Economics / Finance, Strategic Planning, Business/Economics, Investments & Securities - General, Market segmentation, New products",http://covers.openlibrary.org/b/id/864038-M.jpg
1832,Object-Oriented PHP, Peter Lavin,4,09/05/2012 15:09,17/08/2013 09:23,object-oriented-php,1593270771,"Concepts, Techniques, and Code","Internet languages, Special purpose languages, Programming - Object Oriented Programming, Internet - Web Site Design, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - CGI, Javascript, Perl, VBScript, Programming Languages - General, Computers / Languages / Programming, Computers / Programming / Object Oriented, Computers / Programming Languages / General, Computers/Programming - Object Oriented Programming, Object-oriented programming (Computer science, PHP,",http://covers.openlibrary.org/b/id/870286-M.jpg
1548,"Unix Network Programming, Vol. 1"," W. Richard Stevens,  Bill Fenner,  Andrew M. Rudoff,  Richard W. Stevens",4,NULL,17/08/2013 09:49,unix-network-programming-vol-1,131411551,"The Sockets Networking API, Third Edition","Unix, Unix Linux & Unix TCL/TK, Operating Systems - UNIX, Unix (Operating System), Computers, Computers - Languages / Programming, Computer Books: General, Programming Languages - General, Operating Systems - General, Computers / Operating Systems / UNIX",http://covers.openlibrary.org/b/id/87034-M.jpg
1413,Agile estimating and planning, Mike Cohn,8,NULL,12/08/2013 22:06,agile-estimating-and-planning,131479415,,Computer software -- Development,http://covers.openlibrary.org/b/id/87586-M.jpg
1925,Crossing the Chasm, Geoffrey A. Moore,9,25/04/2013 13:38,17/08/2013 08:45,crossing-the-chasm,1841120634,,"Engineering: general, Sales & marketing, Business/Economics",http://covers.openlibrary.org/b/id/884793-M.jpg
1384,Dealing with Darwin, Geoffrey A Moore         ,8,NULL,12/08/2013 22:12,dealing-with-darwin,1841127175,,,http://covers.openlibrary.org/b/id/884885-M.jpg
1405,The One Minute Manager Meets the Monkey (One Minute Manager), Kenneth H. Blanchard,8,NULL,12/08/2013 21:48,the-one-minute-manager-meets-the-monkey-one-minute-manager,7116985,,"Management decision making, Business/Economics",http://covers.openlibrary.org/b/id/8870-M.jpg
1710,Visual Basic 6 how to program, Harvey M. Deitel,1,NULL,18/08/2013 11:54,visual-basic-6-how-to-program,134569555,,"Microsoft Visual BASIC., BASIC (Computer program language)",http://covers.openlibrary.org/b/id/90576-M.jpg
1604,Beginning ATL 3 COM programming, Richard Grimes,1,NULL,18/08/2013 10:34,beginning-atl-3-com-programming,1861001207,,"Active template library., COM (Computer architecture), Application software -- Development.",http://covers.openlibrary.org/b/id/916151-M.jpg
1674,Professional SQL Server 7.0 Programming, Rob Vieira,1,NULL,18/08/2013 11:26,professional-sql-server-7-0-programming,1861002319,,"Database software, Operating systems & graphical user interfaces (GUIs), SQL, Programming Languages - General, Database Management - General, Computers, Computers - Data Base Management, Computer Books: Languages, Programming Languages - Visual BASIC, Database Management - SQL Server, Database management, SQL server",http://covers.openlibrary.org/b/id/916192-M.jpg
1664,Outlook 2000 VBA Programmers Reference, Dwayne Gifford,1,NULL,18/08/2013 11:39,outlook-2000-vba-programmers-reference,186100253X,,"Basic, Visual Basic & QBasic, Personal organization software, Computers - Languages / Programming, Computer Books: General, Business Software - PIMS, Networking - General, Programming Languages - Visual BASIC, Computers",http://covers.openlibrary.org/b/id/916200-M.jpg
1597,ADO 2.1 programmer's reference, David Sussman,1,NULL,18/08/2013 10:40,ado-2-1-programmer-s-reference,1861002688,,"ActiveX., Object-oriented programming (Computer science), Application software -- Development.",http://covers.openlibrary.org/b/id/916207-M.jpg
1356,Professional Java Server Programming," Sing Li,  Paul Houle,  Mark Wilcox,  Ron Phillips,  Piroz Mohseni,  Stefan Zeiger,  Hans Bergsten,  Matthew Ferris,  Jason Diamond,  Mike Bogovich,  Marc Fleury,  Krishna Vedati,  Ari Halberstadt,  Andrew Patzer",2,NULL,14/08/2013 17:28,professional-java-server-programming,1861002777,"with Servlets, JavaServer Pages (JSP), XML, Enterprise JavaBeans (EJB), JNDI, CORBA, Jini and Javaspaces","Java & variants, Computer Books: General, Computers, Java (Computer program language), Computers - Languages / Programming, Client-Server Computing - General, Programming Languages - Java, Programming Languages - General, Client/server computing",http://covers.openlibrary.org/b/id/916215-M.jpg
1528,Professional XSL,v,4,NULL,17/08/2013 09:11,professional-xsl,1861003579,,"XSL (Document markup language), Programming languages (Electronic computers)",http://covers.openlibrary.org/b/id/916245-M.jpg
1353,Professional JSP 2nd Edition," Simon Brown,  Robert Burdick,  Jayson Falkner,  Ben Galbraith,  Rod Johnson,  Larry Kim,  Casey Kochmer,  Thor Kristmundsson,  Sing Li",2,NULL,14/08/2013 17:25,professional-jsp-2nd-edition,1861004958,,"Java & variants, World Wide Web (WWW), Computers, Computers - Languages / Programming, Programming - General, Computer Books: Languages, Programming Languages - General, Internet - Web Site Design, Programming Languages - Java, Computers and Internet, Com",http://covers.openlibrary.org/b/id/916296-M.jpg
1423,The Art of Innovation, Thomas Kelley,8,NULL,12/08/2013 21:52,the-art-of-innovation,186197583X,,"Management & management techniques, Business/Economics",http://covers.openlibrary.org/b/id/917817-M.jpg
1609,Code Centric, Garth Wells,1,NULL,18/08/2013 11:05,code-centric,1893115836,T-SQL Programming with Stored Procedures and Triggers,"Database software, SQL, Programming - General, Sql (Programming Language), Computers, Computers - Languages / Programming, Computer Books: General, Programming Languages - SQL, Database Management - General, Computers / Programming / Software Development, Computers / Programming Languages / SQL, Computers-Database Management - General, Computers-Programming - General, Information Storage & Retrieval, Computer Bks - Languages / Programming",http://covers.openlibrary.org/b/id/942255-M.jpg
1322,Bitter Java, Bruce Tate,2,NULL,12/08/2013 21:04,bitter-java,193011043X,,Java (Computer program language),http://covers.openlibrary.org/b/id/954543-M.jpg
1379,Struts in Action," Ted Husted,  Cedric Dumoulin,  George Franciscus,  David Winterfeldt,  Craig R. McClanahan",2,NULL,12/08/2013 21:35,struts-in-action,1930110502,Building Web Applications with the Leading Java Framework,"Java & variants, Web site development, Computers, Computers - Languages / Programming, Programming Languages - Java, Computer Books: Languages, Java (Computer program language), Computers / Languages / Programming, Computers / Programming Languages / Java",http://covers.openlibrary.org/b/id/954546-M.jpg
1625,Dr. Tom Shinder's Configuring ISA Server 2004," Thomas W. Shinder,  Martin Grasdal",1,NULL,18/08/2013 10:59,dr-tom-shinder-s-configuring-isa-server-2004,1931836191,,"Computer Programming, Security measures, Computers, Computer Books: Languages, Computers - General Information, Programming Languages - CGI, Javascript, Perl, VBScript, Internet - Web Site Design, Client-Server Computing - General, Computers / Client-Server Computing, Computers / General Information, Computers / Security, Computer networks, Computer security, Firewalls (Computer security)",http://covers.openlibrary.org/b/id/957746-M.jpg
1636,Dr. Tom Shinder's ISA Server and Beyond," Thomas W. Shinder,  Martin Grasdal,  Debra Littlejohn Shinder",1,NULL,18/08/2013 10:51,dr-tom-shinder-s-isa-server-and-beyond,1931836663,,"Data security & data encryption, Network security, Computers - Computer Security, Computer Data Security, Computers, Computer Books And Software, Security - General, Internet - General, Networking - General, Computers / Computer Security, Computers / Security, Computers/Networking - General",http://covers.openlibrary.org/b/id/957768-M.jpg
1931,Theory of Fun for Game Design, Raph Koster,9,25/04/2013 13:47,12/08/2013 21:26,theory-of-fun-for-game-design,1932111972,,"Computer games, Multimedia, Programming - Software Development, Software Design, Games, Computers - Games, Computer Books: General, Games/Puzzles, Video & Electronic - General, Computers / Computer Graphics / Game Programming, Computers / Games, Games / V",http://covers.openlibrary.org/b/id/958619-M.jpg
1337,Hibernate in action,Christian. Bauer,2,NULL,12/08/2013 21:12,hibernate-in-action,193239415X,,"Hibernate (Electronic resource), Object-oriented programming (Computer science), Java (Computer program language), Computer software -- Development., Relational databases.",http://covers.openlibrary.org/b/id/959559-M.jpg
1369,Groovy in Action," Dierk Koenig,  Andrew Glover,  Paul King,  Guillaume Laforge,  Jon Skeet",2,NULL,12/08/2013 21:10,groovy-in-action,1932394842,,"Computer Software Packages, Computer Programming Languages, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - Java, Computers / Languages / Programming, Computers / Programming / General, Computers / Progra",http://covers.openlibrary.org/b/id/959589-M.jpg
1281,Adobe Photoshop CS4 - Classroom in a book,,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1295,Classroom in a Book: The official training workbook from Adobe Systems,,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1312,Inside Microsoft SQL Server 2008: T-SQL Querying,Itzik Ben-Gan,3,NULL,15/11/2012 18:41,inside-microsoft-sql-server-2008-t-sql-querying,NULL,NULL,NULL,NULL
1348,Java Server Programming ,David Flanagan,2,NULL,15/11/2012 18:41,java-server-programming,NULL,NULL,NULL,NULL
1370,Java How to Program,,2,NULL,19/10/2012 09:26,NULL,NULL,NULL,NULL,NULL
1374,Programming Groovy,Venkat Subramaniam,2,NULL,15/11/2012 18:41,programming-groovy,NULL,NULL,NULL,NULL
1408,UML for Systems Engineering: watching the wheels,Jon Holt,8,NULL,15/11/2012 18:41,uml-for-systems-engineering-watching-the-wheels,NULL,NULL,NULL,NULL
1430,The Truth About Power,,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1491,Guide - Across Asia on the cheap,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1493,Guide - Dublin,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1494,Guide - Greek Islands,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1495,Guide - Istanbul,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1497,Guide - Melbourne,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1498,Guide - Provence & the Cote d'Azur - The Rough Guide,Kate Baillie,9,NULL,15/11/2012 18:41,guide-provence-the-cote-d-azur-the-rough-guide,NULL,NULL,NULL,NULL
1500,Master atlas of Greater London,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1505,Oxford Dictionary,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1513,Mini LondonA-Z,,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,No-Limit Texas Hold'Em For Winners,"Andrea Shavik, Dan Shavik",9,NULL,15/11/2012 18:41,no-limit-texas-hold-em-for-winners,NULL,NULL,NULL,NULL
1519,Don't Panic - Mobile Developers Guide to the Galaxy,,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1556,Visual C++6 Programming,Richard Grimes,4,NULL,15/11/2012 18:41,visual-c-6-programming,NULL,NULL,NULL,NULL
1607,Building Applications with Microsoft Outlook 98,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1615,Designing and Developing ASP.NET Applications Using the Microscoft . NET Framework 3.5 Lab Manual,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1630,FACSys Fax Messaging Gateway for Microsoft Windows NT,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1645,Microsoft Exchange Server 2000,"Andy Koopmans, et.al",1,NULL,15/11/2012 18:41,microsoft-exchange-server-2000,NULL,NULL,NULL,NULL
1656,Microsoft SQL Server 2005: T-SQL Query Tuning and Optimization,Kalen Delaney,1,NULL,10/12/2012 10:27,microsoft-sql-server-2005-t-sql-query-tuning-and-optimization,NULL,NULL,NULL,NULL
1691,SQL Server 2000 Database Design,"Richard McMahon, Sean Chase",1,NULL,15/11/2012 18:41,sql-server-2000-database-design,NULL,NULL,NULL,NULL
1707,Understanding & Programming COM+,Robert Oberg,1,NULL,15/11/2012 18:41,understanding-programming-com,NULL,NULL,NULL,NULL
1714,Windows 7 Professional & Enterprise - Quick Reference Guide,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1742,Inside Microsoft SQL Server 2.5 2005 T-SQL Querying,"Itzik Ben-Gan, Lubor Kollar, Dejan Sarka",1,NULL,15/11/2012 18:41,inside-microsoft-sql-server-2-5-2005-t-sql-querying,NULL,NULL,NULL,NULL
1771,Teach yourself Microsoft Small Business Server 4.5 in 21 days,Harry Brelsford,1,NULL,15/11/2012 18:41,teach-yourself-microsoft-small-business-server-4-5-in-21-days,NULL,NULL,NULL,NULL
1815,No-Limit Texas Hold'Em,"Andrea Shavick, Dan Shavick",9,13/04/2012 08:12,15/11/2012 18:41,no-limit-texas-hold-em,NULL,NULL,NULL,NULL
1861,SharePoint 2010 as a Development Platform,"Krause, Langhirt, Sterff, Pehile, Doring",4,18/06/2012 15:39,15/11/2012 18:41,sharepoint-2010-as-a-development-platform,NULL,NULL,NULL,NULL
1867,JavaScript: The Good Parts,Douglas Crockford,5,05/07/2012 10:02,15/11/2012 18:41,javascript-the-good-parts,NULL,NULL,NULL,NULL
1883,The Pocket Guide to Good Push,Urban Airship,6,31/07/2012 13:48,15/11/2012 18:41,the-pocket-guide-to-good-push,NULL,NULL,NULL,NULL
1890,Flourish - A New Understanding of Happines and Well-Being,Martin Seligman,9,26/10/2012 09:11,15/11/2012 18:41,flourish-a-new-understanding-of-happines-and-well-being,NULL,NULL,NULL,NULL
1282,DOM scripting, Jeremy Keith,5,NULL,17/08/2013 08:28,dom-scripting,1430233893,web design with JavaScript and the Document Object Model,"Document Object Model (Web site development technology), HTML editors (Computer programs), JavaScript (Computer program language)",
1297,HTML5: Up and Running,Mark Pilgrim,5,NULL,15/08/2013 07:53,html5-up-and-running,596806027,,,
1300,Web style guide,Patrick J. Lynch,5,NULL,12/08/2013 20:32,web-style-guide,300137370,basic design principles for creating Web sites,Web sites -- Design,
1308,Oracle PL/SQL programming, Steven Feuerstein,3,NULL,12/08/2013 20:52,oracle-pl-sql-programming,596514468,,,
1313,Microsoft SQL server 2008 adminstrator's pocket consultant, William R. Stanek,3,NULL,12/08/2013 20:50,microsoft-sql-server-2008-adminstrator-s-pocket-consultant,735625891,,"SQL server, Client/server computing, Database management",
1314,Securing SQL servers, Denny Cherry,3,NULL,12/08/2013 20:53,securing-sql-servers,1597499471,protecting your database from attackers,"Database security, Client/server computing, Computer security, SQL server",
1315,Spring Persistance with Hibernate,"Paul Tepper Fisher, Brian D. Murphy",3,NULL,14/08/2013 17:15,spring-persistance-with-hibernate,978-1430226321,,,
1319,T-SQL Fundamentals (Microsoft SQL Server 2008),Itzik Ben-Gan,3,NULL,14/08/2013 16:00,t-sql-fundamentals-microsoft-sql-server-2008,978-8178531045,,,
1321,Beginning Hibernate, Jeff Linwood,2,NULL,12/08/2013 21:04,beginning-hibernate,1430228504,,"Java (Computer program language), Relational databases, Web site development, Hibernate (Electronic resource), Object-oriented programming (Computer science)",
1352,JBoss in action, Javid Jamae,2,15/11/2012 18:41,14/08/2013 17:30,jboss-in-action,1933988029,configuring the JBoss application server,"JBoss, Web servers -- Management, Java (Computer program language), Open source software, Application software -- Development",
1355,Pro Spring,"Rob Harrop, Jan Machacek",2,NULL,14/08/2013 17:28,pro-spring,978-1430241072,,,
1358,Spring Enterprise Recipes,"Josh Long, Gary Mak",2,NULL,14/08/2013 17:29,spring-enterprise-recipes,1430224975,,,
1373,Next generation Java testing, Cédric Beust,2,NULL,14/08/2013 17:26,next-generation-java-testing,321503104,TestNG and advanced concepts,"Java (Computer program language), Computer software -- Testing",
1375,SCJP Sun Certified Programmer for Java 6 Study Guide,"Kathy Sierra, Bert Bates",2,NULL,14/08/2013 17:29,scjp-sun-certified-programmer-for-java-6-study-guide,70264988,,,
1380,Liferay in action, Rich Sezov,2,NULL,14/08/2013 17:25,liferay-in-action,193518282X,the official guide to Liferay Portal development,"Web site development, Liferay Portal (Software), Computer programs",
1381,Portlets in action, Ashish Sarin,2,NULL,14/08/2013 17:26,portlets-in-action,1935182544,,"Web portals, Java (Computer program language)",
1382,JBoss AS 5 Development,Francessco Marchioni,2,NULL,14/08/2013 17:22,jboss-as-5-development,1847196829,,,
1383,Closing techniques (that really work!), Stephan Schiffman,8,NULL,12/08/2013 22:11,closing-techniques-that-really-work,1598698206,,,
1387,Forming a Limited Company,Patricia clayton,8,NULL,14/08/2013 17:53,forming-a-limited-company,749453044,,,
1388,Good to Great,Jim Collins,8,NULL,14/08/2013 17:54,good-to-great,66621003,,,
1390,Managing Transitions,William Bridges ,8,NULL,14/08/2013 17:59,managing-transitions,1857885414,,,
1391,Mindset - The New Psychology Of Success,Carol . Dweck,8,NULL,14/08/2013 17:59,mindset-the-new-psychology-of-success,1780332009,,,
1395,Presentation zen, Garr Reynolds,8,NULL,12/08/2013 22:01,presentation-zen,321811984,simple ideas on presentation design and delivery,"Graphic methods, Microsoft PowerPoint (Computer file), Business presentations, Multimedia systems in business presentations, Computer programs",
1397,Running a limited company, David Impey,8,NULL,12/08/2013 21:59,running-a-limited-company,1846612616,,"Private companies, Limited partnership",
1399,Slack, Tom Demarco,8,NULL,12/08/2013 21:57,slack,932633617,"Getting Past Burnout, Busywork and the Myth of Total Efficiency","Business & Management, Management & management techniques, Management - General, Business & Economics, Business / Economics / Finance, Business/Economics, Business & Investing / Management",
1409,Version Control with Git,Jon Loeliger,8,NULL,14/08/2013 18:01,version-control-with-git,978-1449316389,,,
1412,50 Management Ideas You Really Need to Know,Edward Russell-Walling,8,NULL,14/08/2013 17:43,50-management-ideas-you-really-need-to-know,1847240097,,,
1415,Brilliant Project Management,"Stephen Barker, Rob Cole",8,NULL,14/08/2013 17:44,brilliant-project-management,027377509X,,,
1418,How to lead, Jo Owen,8,NULL,14/08/2013 17:54,how-to-lead,273759612,,"Leadership, Management",
1422,The 5 Essential People Skills,Dale Carnegie,8,NULL,14/08/2013 18:01,the-5-essential-people-skills,1847377645,,,
1429,The project manager,Richard Newton,8,NULL,12/08/2013 21:48,the-project-manager,273723421,mastering the art of delivery,"Project management, Leadership",
1432,Execution:  The Discipline of Getting Things Done,"Larry Bossidy, Ram Charan",8,NULL,14/08/2013 17:52,execution-the-discipline-of-getting-things-done,1847940684,,,
1436,Computer Science - An Overview,J. Glenn Brookshear,7,NULL,15/08/2013 07:01,computer-science-an-overview,273751395,,,
1441,Autotools, John Calcote,7,NULL,15/08/2013 07:09,autotools,1593272065,"a developer's guide to GNU Autoconf, Automake, and Libtool","Autotools (Electronic resource), UNIX (Computer file), Cross-platform software development, Open source software",
1442,Languages and Compilers for Parallel Computing,"Utpal Banerjee, et.al",7,NULL,17/08/2013 09:43,languages-and-compilers-for-parallel-computing,3642360351,,,
1447,Service-Oriented Architechure,Thomas Erl,7,NULL,15/08/2013 07:45,service-oriented-architechure,470376848,,,
1449,"Software Engineering, A Practitioner's Approach",Roger Pressman,7,NULL,15/08/2013 07:44,software-engineering-a-practitioner-s-approach,71267824,,,
1451,"The Art of Computer Programming, volume 1, 2 and 3",Donald Knuth,7,NULL,15/08/2013 07:43,the-art-of-computer-programming-volume-1-2-and-3,321751043,,,
1452,The art of multiprocessor programming, Maurice Herlihy,7,NULL,15/08/2013 07:43,the-art-of-multiprocessor-programming,123973376,,"Multiprocessors, Multiprogramming (Electronic computers)",
1454,Writing Secure Code,"Michael Howard, David LeBlanc",7,NULL,15/08/2013 07:39,writing-secure-code,735617228,,,
1463,"Growing Object-Orientated Software, Guided by Tests","Steve Freeman, Nat Pryce",7,NULL,15/08/2013 07:10,growing-object-orientated-software-guided-by-tests,321503627,,,
1467,Introduction to Algorithms,"T Cormen, C Leiserson, R Rivest, C Stein",7,NULL,15/08/2013 07:20,introduction-to-algorithms,262533057,,,
1468,"Making Software, What Really Works and Why We Believe It","Andy Oram, Greg Wilson",7,NULL,15/08/2013 07:23,making-software-what-really-works-and-why-we-believe-it,978-0596808327,,,
1469,Mercurial, Bryan O'Sullivan,7,NULL,15/08/2013 07:31,mercurial,596800673,the definitive guide,,
1476,The clean coder,Robert C. Martin,7,NULL,15/08/2013 07:42,the-clean-coder,137081073,a code of conduct for professional programmers,"Computer programmers, Computer programming, Moral and ethical aspects, Professional ethics",
1477,The passionate programmer, Chad Fowler,7,NULL,15/08/2013 07:41,the-passionate-programmer,1934356344,creating a remarkable career in software development,"Development, Computer software, Vocational guidance, Career development",
1485,A first course in the numerical analysis of differential equations, A. Iserles,9,NULL,12/08/2013 21:26,a-first-course-in-the-numerical-analysis-of-differential-equations,521734908,,Differential equations -- Numerical solutions,
1487,An Introduction to the Theory of Numbers,"G. Hardy, E. Wright",9,NULL,17/08/2013 08:46,an-introduction-to-the-theory-of-numbers,199219869,,,
1488,Frank Wood's business accounting 1, Frank Wood,9,NULL,17/08/2013 08:38,frank-wood-s-business-accounting-1,273759280,,Accounting,
1489,Dubrovnik,Bradt,9,NULL,17/08/2013 08:44,dubrovnik,1841621919,,,
1490,English Vocabulary in Use,Stuart Redman,9,NULL,17/08/2013 08:38,english-vocabulary-in-use,521149886,,,
1507,Tales of the DeCongested,"Rebekah Lattin-Rawstrone, Paul Blaney",9,NULL,17/08/2013 08:56,tales-of-the-decongested,955253802,,,
1510,Why I Write,George Orwell,9,NULL,17/08/2013 08:50,why-i-write,014101900X,,,
1512,Software Testing:  An ISEB Intermediate Certificate,"Brian Hambling, Angelina Samaroo",9,NULL,17/08/2013 08:57,software-testing-an-iseb-intermediate-certificate,1906124132,,,
1516,Hello Android - Introducing Google's Mobile Development Platform,Ed Burnette,6,NULL,17/08/2013 08:34,hello-android-introducing-google-s-mobile-development-platform,9.78193E+12,,,
1518,Unlocking Android, W. Frank Ableson,6,NULL,17/08/2013 08:31,unlocking-android,1933988673,a developer's guide,,
1523,iPhone SDK development, Bill Dudney,6,NULL,17/08/2013 08:34,iphone-sdk-development,1934356255,building iPhone applications,,
1524,Pro Android 2, Sayed Y. Hashimi,6,NULL,17/08/2013 08:33,pro-android-2,1430226595,,"Development, Wireless communication systems, Mobile computing, Application software, Android (Electronic resource)",
1537,Sams teach yourself C in 21 days, Bradley L. Jones,4,NULL,17/08/2013 10:01,sams-teach-yourself-c-in-21-days,672324482,,C (Computer program language),
1538,Sams teach yourself C++ in one hour a day, Siddhartha Rao,4,NULL,17/08/2013 10:00,sams-teach-yourself-c-in-one-hour-a-day,672335670,,C++ (Computer program language),
1539,The C++ Programming Language,Bjarne Stroustrup,4,NULL,17/08/2013 09:55,the-c-programming-language,321563840,,,
1549,"UNIX Network Programming, volume 2",W. Richard Stevens,4,NULL,17/08/2013 09:49,unix-network-programming-volume-2,812032062X,,,
1558,Actionscript developer's guide to Robotlegs, Joel Hooks,4,NULL,17/08/2013 09:42,actionscript-developer-s-guide-to-robotlegs,1449308902,,"ActionScript (Computer program language), Computer programming, Application software, Handbooks, manuals",
1560,Adobe Flex Training from the Source vol 1.,"Michael Labriola, Jeff Tapper, Matthew Boles",4,NULL,17/08/2013 09:41,adobe-flex-training-from-the-source-vol-1,321660501,,,
1561,Eloquent Ruby,Russ Olsen,4,NULL,17/08/2013 09:28,eloquent-ruby,321584104,,,
1563,Grails in action, Glen Smith,4,NULL,17/08/2013 09:26,grails-in-action,1933988932,,,
1569,Professional Xcode 3, James Bucanek,4,NULL,17/08/2013 09:20,professional-xcode-3,470525223,,"Development, Mac OS, Operating systems (Computers), IPhone OS, Computer software",
